,Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Hotel,Date
1344,Dairy Products,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,30,hotel-2,2017-06-29
1345,Dairy Products,300,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-30
1346,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,hotel-2,2017-06-30
1347,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,hotel-2,2017-06-30
1348,Dairy Products,453,Birthday,484,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,54,hotel-2,2017-06-30
1349,Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-2,2017-06-30
1350,Fruits,220,Social Gathering,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-30
1351,Baked Goods,208,Birthday,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,22,hotel-2,2017-06-30
1352,Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,hotel-2,2017-06-30
1353,Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,hotel-2,2017-07-01
1354,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,hotel-2,2017-07-01
1355,Meat,320,Wedding,400,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,hotel-2,2017-07-01
1356,Meat,300,Birthday,400,Refrigerated,Regular,Summer,Buffet,Suburban,High,40,hotel-2,2017-07-01
1357,Meat,302,Wedding,371,Refrigerated,Regular,All Seasons,Buffet,Suburban,Low,27,hotel-2,2017-07-01
1358,Meat,250,Wedding,350,Refrigerated,Regular,Summer,Finger Food,Suburban,High,35,hotel-2,2017-07-01
1359,Fruits,320,Social Gathering,480,Refrigerated,Regular,Winter,Buffet,Rural,High,40,hotel-2,2017-07-01
1360,Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Urban,Moderate,25,hotel-2,2017-07-01
1361,Baked Goods,284,Birthday,443,Room Temperature,Regular,Summer,Buffet,Urban,Low,32,hotel-2,2017-07-01
1362,Meat,280,Wedding,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Low,20,hotel-2,2017-07-01
1363,Meat,453,Wedding,484,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,54,hotel-2,2017-07-02
1364,Meat,400,Birthday,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Low,25,hotel-2,2017-07-02
1365,Meat,320,Social Gathering,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,hotel-2,2017-07-02
1366,Vegetables,434,Wedding,495,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,36,hotel-2,2017-07-02
1367,Meat,300,Corporate,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,15,hotel-2,2017-07-02
1368,Fruits,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,20,hotel-2,2017-07-02
1369,Vegetables,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,45,hotel-2,2017-07-02
1370,Meat,300,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,25,hotel-2,2017-07-02
1371,Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,25,hotel-2,2017-07-02
1372,Fruits,412,Birthday,478,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,38,hotel-2,2017-07-03
1373,Fruits,491,Birthday,497,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,32,hotel-2,2017-07-03
1374,Meat,300,Social Gathering,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,20,hotel-2,2017-07-03
1375,Fruits,270,Birthday,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-03
1376,Baked Goods,220,Wedding,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,hotel-2,2017-07-03
1377,Baked Goods,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,45,hotel-2,2017-07-03
1378,Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,10,hotel-2,2017-07-03
1379,Baked Goods,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Low,25,hotel-2,2017-07-03
1380,Vegetables,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,hotel-2,2017-07-03
1381,Dairy Products,380,Wedding,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,hotel-2,2017-07-03
1382,Dairy Products,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,35,hotel-2,2017-07-04
1383,Baked Goods,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,hotel-2,2017-07-04
1384,Vegetables,350,Social Gathering,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,20,hotel-2,2017-07-04
1385,Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Buffet,Suburban,Low,10,hotel-2,2017-07-04
1386,Dairy Products,320,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,hotel-2,2017-07-04
1387,Fruits,220,Birthday,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,hotel-2,2017-07-05
1388,Baked Goods,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,hotel-2,2017-07-05
1389,Baked Goods,412,Corporate,478,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,38,hotel-2,2017-07-05
1390,Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,hotel-2,2017-07-05
1391,Fruits,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,hotel-2,2017-07-05
1392,Vegetables,320,Birthday,400,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-2,2017-07-05
1393,Vegetables,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-05
1394,Vegetables,250,Wedding,350,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-05
1395,Baked Goods,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,hotel-2,2017-07-05
1396,Fruits,429,Social Gathering,496,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,42,hotel-2,2017-07-06
1397,Baked Goods,280,Wedding,354,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,23,hotel-2,2017-07-06
1398,Dairy Products,400,Birthday,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-06
1399,Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,hotel-2,2017-07-06
1400,Dairy Products,280,Wedding,480,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Low,15,hotel-2,2017-07-06
1401,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Finger Food,Suburban,High,40,hotel-2,2017-07-06
1402,Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-06
1403,Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,25,hotel-2,2017-07-06
1404,Dairy Products,208,Birthday,282,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,22,hotel-2,2017-07-06
1405,Vegetables,230,Social Gathering,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,30,hotel-2,2017-07-06
1406,Dairy Products,220,Birthday,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,hotel-2,2017-07-07
1407,Dairy Products,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,hotel-2,2017-07-07
1408,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,hotel-2,2017-07-07
1409,Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,15,hotel-2,2017-07-07
1410,Dairy Products,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,hotel-2,2017-07-07
1411,Baked Goods,208,Social Gathering,282,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,22,hotel-2,2017-07-07
1412,Fruits,261,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,hotel-2,2017-07-07
1413,Meat,320,Birthday,480,Refrigerated,Regular,Winter,Buffet,Suburban,High,40,hotel-2,2017-07-07
1414,Fruits,300,Wedding,400,Refrigerated,Regular,Winter,Buffet,Suburban,High,40,hotel-2,2017-07-07
1415,Meat,491,Birthday,497,Refrigerated,Regular,Winter,Finger Food,Rural,High,32,hotel-2,2017-07-08
1416,Meat,220,Corporate,300,Refrigerated,Occasional,Winter,Buffet,Suburban,Low,10,hotel-2,2017-07-08
1417,Meat,275,Wedding,388,Refrigerated,Occasional,Winter,Finger Food,Rural,Low,16,hotel-2,2017-07-08
1418,Dairy Products,350,Social Gathering,450,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,hotel-2,2017-07-08
1419,Dairy Products,300,Corporate,400,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-08
1420,Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-08
1421,Meat,300,Birthday,400,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,30,hotel-2,2017-07-08
1422,Meat,320,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,25,hotel-2,2017-07-08
1423,Meat,380,Corporate,480,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,30,hotel-2,2017-07-09
1424,Meat,442,Corporate,482,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,32,hotel-2,2017-07-09
1425,Baked Goods,250,Wedding,350,Room Temperature,Regular,Winter,Buffet,Urban,Low,10,hotel-2,2017-07-09
1426,Baked Goods,250,Corporate,500,Room Temperature,Regular,Summer,Buffet,Urban,High,40,hotel-2,2017-07-09
1427,Vegetables,300,Wedding,400,Refrigerated,Regular,Winter,Buffet,Suburban,Low,20,hotel-2,2017-07-09
1428,Meat,250,Wedding,350,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,20,hotel-2,2017-07-09
1429,Meat,320,Social Gathering,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,hotel-2,2017-07-09
1430,Meat,250,Corporate,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,20,hotel-2,2017-07-09
1431,Meat,350,Birthday,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,45,hotel-2,2017-07-10
1432,Meat,380,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-2,2017-07-10
1433,Meat,400,Birthday,500,Refrigerated,Regular,All Seasons,Finger Food,Suburban,High,40,hotel-2,2017-07-10
1434,Fruits,350,Corporate,450,Room Temperature,Occasional,Winter,Finger Food,Rural,Low,20,hotel-2,2017-07-10
1435,Vegetables,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-2,2017-07-10
1436,Fruits,350,Wedding,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,10,hotel-2,2017-07-11
1437,Fruits,250,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,hotel-2,2017-07-11
1438,Fruits,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,15,hotel-2,2017-07-11
1439,Fruits,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,50,hotel-2,2017-07-11
1440,Meat,300,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,hotel-2,2017-07-11
1441,Baked Goods,220,Corporate,300,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,hotel-2,2017-07-11
1442,Fruits,320,Social Gathering,480,Room Temperature,Regular,Winter,Buffet,Suburban,High,40,hotel-2,2017-07-11
1443,Meat,230,Corporate,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Urban,Low,20,hotel-2,2017-07-11
1444,Meat,453,Corporate,484,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,54,hotel-2,2017-07-11
1445,Fruits,380,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-11
1446,Vegetables,320,Corporate,480,Room Temperature,Occasional,Winter,Buffet,Suburban,High,40,hotel-2,2017-07-12
1447,Meat,491,Social Gathering,497,Refrigerated,Regular,All Seasons,Finger Food,Urban,High,32,hotel-2,2017-07-12
1448,Fruits,280,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,hotel-2,2017-07-12
1449,Baked Goods,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,25,hotel-2,2017-07-12
1450,Fruits,450,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,30,hotel-2,2017-07-12
1451,Vegetables,220,Corporate,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,hotel-2,2017-07-13
1452,Fruits,261,Corporate,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,23,hotel-2,2017-07-13
1453,Fruits,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,15,hotel-2,2017-07-13
1454,Meat,320,Corporate,400,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-13
1455,Dairy Products,250,Wedding,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,hotel-2,2017-07-13
1456,Baked Goods,220,Social Gathering,450,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,hotel-2,2017-07-13
1457,Baked Goods,292,Wedding,470,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,hotel-2,2017-07-13
1458,Dairy Products,320,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,hotel-2,2017-07-13
1459,Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,25,hotel-2,2017-07-13
1460,Baked Goods,400,Wedding,500,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-13
1461,Baked Goods,453,Birthday,484,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,54,hotel-2,2017-07-14
1462,Baked Goods,320,Wedding,400,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-14
1463,Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,hotel-2,2017-07-14
1464,Dairy Products,220,Birthday,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,hotel-2,2017-07-14
1465,Dairy Products,310,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,35,hotel-2,2017-07-14
1466,Dairy Products,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,hotel-2,2017-07-14
1467,Fruits,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,50,hotel-2,2017-07-14
1468,Baked Goods,230,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,30,hotel-2,2017-07-14
1469,Baked Goods,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-2,2017-07-14
1470,Baked Goods,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,hotel-2,2017-07-14
1471,Baked Goods,397,Social Gathering,482,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,31,hotel-2,2017-07-15
1472,Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-2,2017-07-15
1473,Baked Goods,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-15
1474,Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,hotel-2,2017-07-15
1475,Meat,350,Corporate,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-2,2017-07-15
1476,Meat,320,Social Gathering,480,Room Temperature,Regular,Winter,Buffet,Rural,High,40,hotel-2,2017-07-16
1477,Vegetables,280,Wedding,350,Refrigerated,Occasional,Winter,Finger Food,Rural,Low,20,hotel-2,2017-07-16
1478,Meat,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,hotel-2,2017-07-16
1479,Dairy Products,438,Wedding,493,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,35,hotel-2,2017-07-16
1480,Vegetables,412,Social Gathering,478,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,38,hotel-2,2017-07-16
1481,Dairy Products,300,Wedding,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-16
1482,Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-16
1483,Dairy Products,350,Social Gathering,450,Room Temperature,Regular,Winter,Finger Food,Suburban,High,30,hotel-2,2017-07-16
1484,Meat,300,Birthday,400,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,30,hotel-2,2017-07-16
1485,Meat,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Urban,Low,20,hotel-2,2017-07-16
1486,Fruits,320,Birthday,400,Room Temperature,Regular,Summer,Buffet,Rural,High,30,hotel-2,2017-07-17
1487,Baked Goods,367,Birthday,420,Room Temperature,Regular,Winter,Buffet,Urban,Low,40,hotel-2,2017-07-17
1488,Vegetables,220,Wedding,300,Refrigerated,Occasional,Summer,Buffet,Suburban,Low,10,hotel-2,2017-07-17
1489,Baked Goods,250,Corporate,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,hotel-2,2017-07-17
1490,Dairy Products,320,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-2,2017-07-17
1491,Baked Goods,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,20,hotel-2,2017-07-18
1492,Baked Goods,320,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-18
1493,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,hotel-2,2017-07-18
1494,Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,hotel-2,2017-07-18
1495,Dairy Products,310,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,hotel-2,2017-07-18
1496,Baked Goods,342,Social Gathering,405,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,29,hotel-2,2017-07-19
1497,Dairy Products,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,20,hotel-2,2017-07-19
1498,Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-19
1499,Meat,400,Wedding,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,hotel-2,2017-07-19
1500,Vegetables,302,Birthday,371,Refrigerated,Regular,All Seasons,Buffet,Suburban,Low,27,hotel-2,2017-07-19
1501,Meat,220,Corporate,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,hotel-2,2017-07-19
1502,Fruits,400,Wedding,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,hotel-2,2017-07-20
1503,Meat,350,Wedding,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-20
1504,Meat,250,Corporate,400,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,Low,25,hotel-2,2017-07-20
1505,Meat,453,Birthday,484,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,54,hotel-2,2017-07-20
1506,Meat,208,Wedding,282,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,Moderate,22,hotel-2,2017-07-20
1507,Meat,320,Wedding,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,25,hotel-2,2017-07-20
1508,Fruits,292,Wedding,470,Refrigerated,Occasional,Summer,Sit-down Dinner,Rural,High,50,hotel-2,2017-07-20
1509,Meat,240,Wedding,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Low,20,hotel-2,2017-07-20
1510,Meat,220,Wedding,300,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,15,hotel-2,2017-07-21
1511,Meat,350,Wedding,450,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-21
1512,Vegetables,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,15,hotel-2,2017-07-21
1513,Meat,380,Corporate,480,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,Moderate,30,hotel-2,2017-07-21
1514,Baked Goods,320,Birthday,400,Room Temperature,Regular,Summer,Buffet,Rural,Moderate,25,hotel-2,2017-07-21
1515,Fruits,350,Corporate,450,Room Temperature,Regular,Winter,Finger Food,Suburban,High,30,hotel-2,2017-07-21
1516,Vegetables,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,hotel-2,2017-07-21
1517,Fruits,280,Birthday,350,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,20,hotel-2,2017-07-21
1518,Fruits,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,45,hotel-2,2017-07-21
1519,Meat,400,Corporate,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-22
1520,Fruits,320,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,25,hotel-2,2017-07-22
1521,Meat,250,Wedding,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,hotel-2,2017-07-22
1522,Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Finger Food,Rural,High,40,hotel-2,2017-07-22
1523,Fruits,280,Corporate,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Low,25,hotel-2,2017-07-22
1524,Fruits,320,Wedding,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-23
1525,Vegetables,320,Social Gathering,400,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,hotel-2,2017-07-23
1526,Meat,220,Corporate,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,hotel-2,2017-07-23
1527,Fruits,350,Birthday,450,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-23
1528,Baked Goods,400,Wedding,500,Room Temperature,Occasional,Winter,Finger Food,Urban,High,40,hotel-2,2017-07-23
1529,Fruits,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-23
1530,Meat,350,Corporate,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,30,hotel-2,2017-07-23
1531,Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,hotel-2,2017-07-23
1532,Meat,350,Wedding,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,hotel-2,2017-07-23
1533,Vegetables,400,Wedding,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-23
1534,Vegetables,280,Birthday,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,20,hotel-2,2017-07-24
1535,Fruits,310,Corporate,350,Room Temperature,Occasional,All Seasons,Finger Food,Urban,High,35,hotel-2,2017-07-24
1536,Vegetables,220,Social Gathering,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,15,hotel-2,2017-07-24
1537,Baked Goods,350,Corporate,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,hotel-2,2017-07-24
1538,Fruits,380,Social Gathering,480,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,30,hotel-2,2017-07-24
1539,Fruits,300,Social Gathering,400,Room Temperature,Regular,Winter,Buffet,Suburban,High,30,hotel-2,2017-07-24
1540,Dairy Products,284,Birthday,443,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,32,hotel-2,2017-07-25
1541,Baked Goods,320,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,25,hotel-2,2017-07-25
1542,Vegetables,350,Corporate,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,hotel-2,2017-07-25
1543,Fruits,250,Wedding,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,hotel-2,2017-07-25
1544,Vegetables,400,Wedding,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,hotel-2,2017-07-25
1545,Baked Goods,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,hotel-2,2017-07-25
1546,Fruits,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,hotel-2,2017-07-25
1547,Baked Goods,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,hotel-2,2017-07-26
1548,Meat,280,Social Gathering,350,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-2,2017-07-26
1549,Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,45,hotel-2,2017-07-26
1550,Vegetables,220,Social Gathering,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,30,hotel-2,2017-07-26
1551,Fruits,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,hotel-2,2017-07-26
1552,Baked Goods,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,hotel-2,2017-07-26
1553,Dairy Products,230,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,20,hotel-2,2017-07-26
1554,Dairy Products,438,Wedding,493,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Moderate,35,hotel-2,2017-07-26
1555,Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,hotel-2,2017-07-26
1556,Dairy Products,300,Corporate,400,Room Temperature,Occasional,All Seasons,Buffet,Suburban,High,30,hotel-2,2017-07-27
1557,Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Low,25,hotel-2,2017-07-27
1558,Dairy Products,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,hotel-2,2017-07-27
